,model_and_part,layer_idx,s_values,unfolding_mode,keep
17,bert_output,5,"[7.1560745 4.7714214 4.510373  4.420448  4.3800077 4.371951  4.360532
 4.338458  4.3358645 4.327231  4.324297  4.3155775 4.311394  4.2987185
 4.284432  4.273365  4.270181  4.2654557 4.262082  4.2459826 4.236799
 4.2269583 4.22377   4.218188  4.207968  4.203539  4.202559  4.182777
 4.179438  4.1752367 4.167304  4.1642246 4.158924  4.1510897 4.1466026
 4.1406465 4.1349115 4.13318   4.1286826 4.1243677 4.121315  4.1174355
 4.10548   4.1008515 4.097597  4.09532   4.0919137 4.081273  4.0779967
 4.0693364 4.064189  4.055162  4.051923  4.0495205 4.0479393 4.0394034
 4.0349145 4.0309563 4.026728  4.020694  4.0178685 4.0128922 4.01192
 4.008237  4.0012574 3.997893  3.9954298 3.988902  3.9819155 3.9783223
 3.9741764 3.9677093 3.961751  3.9599185 3.9489324 3.9484453 3.9454467
 3.9424603 3.9394586 3.9350307 3.9309134 3.9259946 3.9215493 3.917247
 3.916909  3.9094834 3.9036503 3.896224  3.8950214 3.8900049 3.8849957
 3.8813813 3.8774228 3.8762    3.8711898 3.8680122 3.8658428 3.8624396
 3.8524811 3.8506782 3.8438761 3.842332  3.8369937 3.8309772 3.8280947
 3.823683  3.8201666 3.815165  3.8133028 3.806226  3.8025    3.7994063
 3.7946181 3.78925   3.7867372 3.7832751 3.7733684 3.7726252 3.7706609
 3.764251  3.7638962 3.7583876 3.7514026 3.7482462 3.7423077 3.7382383
 3.7365532 3.73213   3.7278752 3.7234728 3.7195678 3.7133198 3.7097178
 3.708664  3.7053626 3.7000673 3.6965234 3.6944027 3.6895413 3.6880326
 3.6815195 3.6750684 3.6736956 3.6672463 3.6626158 3.6571152 3.655249
 3.6544359 3.6498346 3.6453755 3.6440194 3.631895  3.6275136 3.6248538
 3.6236918 3.6167634 3.6140027 3.613226  3.6048796 3.6009312 3.598475
 3.595361  3.5899403 3.5860522 3.5787525 3.575256  3.5731483 3.5680397
 3.5657856 3.5604548 3.558917  3.553772  3.54676   3.5430877 3.5401232
 3.5376668 3.5314395 3.5284781 3.5252028 3.519476  3.5153594 3.5091136
 3.5054758 3.5012128 3.499687  3.4949307 3.4936876 3.489437  3.488277
 3.4776464 3.4704852 3.4689326 3.4612033 3.4589782 3.4540336 3.4521172
 3.4478612 3.4392323 3.438306  3.4341574 3.4223373 3.420066  3.4164617
 3.4119656 3.4097621 3.4028451 3.4008272 3.3951738 3.3906958 3.3830318
 3.3819962 3.3780181 3.3763344 3.3664286 3.3632336 3.3553505 3.353066
 3.347829  3.342465  3.3417416 3.3354752 3.3283477 3.3233404 3.318455
 3.316675  3.3097298 3.2993362 3.2980618 3.2951167 3.2886214 3.2827852
 3.2751396 3.2736008 3.2679968 3.2602742 3.2565    3.2560754 3.2475157
 3.2445185 3.2379875 3.2347624 3.2266428 3.2201045 3.211013  3.2103086
 3.1985502 3.1927986 3.177645  3.1709685 3.1673813 3.1626408 3.1556888
 3.1424925 3.1185825 3.1157632 3.0983722]",2,True
18,bert_output,6,"[5.6941695 3.8105645 3.8041427 3.788323  3.7874372 3.7784138 3.772767
 3.7596142 3.746199  3.7408473 3.7287517 3.7165132 3.7100263 3.6990569
 3.6929162 3.6885486 3.685894  3.6757627 3.6744885 3.668089  3.661211
 3.6514535 3.6428685 3.6405852 3.6374788 3.6304438 3.6270628 3.6228962
 3.614375  3.6068628 3.602844  3.5984807 3.5911477 3.5873291 3.5800464
 3.5768113 3.5722919 3.5681322 3.5655336 3.5571373 3.5438502 3.5435264
 3.5377028 3.5282142 3.5270798 3.521548  3.5191102 3.5143902 3.5082695
 3.5024393 3.5012975 3.4989417 3.4924777 3.4911532 3.487145  3.4838955
 3.4772093 3.4742713 3.4664302 3.4647794 3.461196  3.4575129 3.4516876
 3.4451501 3.441684  3.4386053 3.4367077 3.4333937 3.4275246 3.4233541
 3.4193747 3.4184606 3.4115362 3.410319  3.4004843 3.3966856 3.3939357
 3.3916497 3.3849282 3.3761086 3.3750196 3.371235  3.3703375 3.3681521
 3.3613741 3.360178  3.356382  3.3554661 3.3486123 3.3392255 3.337502
 3.3344135 3.3335958 3.3269768 3.3259604 3.3231018 3.3159688 3.3150778
 3.3115284 3.3049946 3.302437  3.2973516 3.2927866 3.2898848 3.2880898
 3.2822526 3.2810516 3.2774463 3.2753458 3.2704577 3.2668872 3.264224
 3.2619288 3.2551615 3.2506244 3.2469893 3.2438662 3.2431161 3.237941
 3.2347898 3.231695  3.2293625 3.225909  3.2240372 3.2179828 3.2151725
 3.2102451 3.205721  3.2015264 3.198474  3.195476  3.192844  3.190078
 3.1873033 3.1828687 3.181341  3.1782002 3.1755161 3.1713743 3.1659772
 3.1647103 3.1609917 3.157489  3.1546633 3.1524699 3.149153  3.1457484
 3.1431923 3.1413207 3.1360493 3.1323347 3.128307  3.1265092 3.1226406
 3.1206126 3.1148877 3.111136  3.1076632 3.1019826 3.0956025 3.092366
 3.091365  3.088673  3.0864692 3.082291  3.075466  3.074305  3.0727105
 3.0693872 3.0629776 3.0603852 3.0579388 3.0570805 3.0529153 3.0501125
 3.04632   3.0437791 3.040548  3.0382092 3.0330758 3.0313578 3.0281193
 3.0239303 3.0215034 3.019735  3.0146456 3.009693  3.0077126 3.004453
 3.0007193 2.9976757 2.9935937 2.9916275 2.991403  2.9879744 2.98435
 2.9819286 2.9785516 2.9763231 2.9751327 2.9685616 2.965704  2.9628103
 2.9606957 2.958539  2.9549572 2.9529288 2.9480705 2.944896  2.9413526
 2.9360044 2.9313684 2.9302466 2.9277492 2.924821  2.92023   2.9176915
 2.9136672 2.9121342 2.9087849 2.9037154 2.9011016 2.893426  2.8917894
 2.8884926 2.8859282 2.8832655 2.8803604 2.8767035 2.8742645 2.8711946
 2.8663278 2.8648694 2.8599417 2.8574224 2.854142  2.8515258 2.8494608
 2.8432302 2.8404827 2.8385792 2.8342996 2.8329098 2.8315756 2.826603
 2.8201606 2.816513  2.8149529 2.8104882 2.8091712 2.8051674 2.8026347
 2.7986882 2.7947757 2.7928262 2.787147  2.7865362 2.7837572 2.7804203
 2.7759137 2.773979  2.771504  2.767779  2.7624722 2.7606676 2.7558956
 2.7553537 2.7530904 2.7499654 2.7471478 2.7448275 2.7395818 2.739329
 2.7388747 2.7299182 2.7284822 2.7239275 2.7222197 2.7184837 2.7138922
 2.7116938 2.707601  2.706055  2.7018104 2.6989982 2.6957715 2.6916966
 2.6885476 2.686368  2.6808379 2.6766887 2.6753104 2.672408  2.666936
 2.6660142 2.663302  2.6570084 2.6540623 2.6522334 2.6456795 2.6434362
 2.638419  2.6348498 2.631668  2.6288137 2.6228507 2.6199121 2.6154182
 2.6150367 2.6139495 2.610141  2.6017833 2.598583  2.5971384 2.5927372
 2.5903509 2.587358  2.5832875 2.5769944 2.5750206 2.5719984 2.570596
 2.5695093 2.5632424 2.559961  2.5553138 2.5501444 2.5469103 2.5426905
 2.5391555 2.533182  2.530846  2.525396  2.5240674 2.518783  2.5108097
 2.5099268 2.5080783 2.5055633 2.5004716 2.492968  2.491799  2.4871197
 2.4857888 2.478718  2.4732022 2.4694946 2.4670618 2.464058  2.4544792
 2.4508338 2.448263  2.444642  2.4401348 2.435951  2.431688  2.4235156
 2.4226162 2.4122515 2.4080362 2.4059234 2.3999412 2.3977926 2.392461
 2.3839073 2.381883  2.3800282 2.3734138 2.3663282 2.3604875 2.3559368
 2.350818  2.341231  2.336807  2.3288417 2.3261483 2.3199418 2.3156362
 2.304412  2.2939548 2.2843783 2.2764077 2.2700586 2.2575173]",0,False
19,bert_output,6,[5.2968235  3.1336393  3.0974693  ... 0.63297427 0.62857217 0.61817175],1,False
20,bert_output,6,"[6.09568   4.3896985 4.3481994 4.3384156 4.3285832 4.3097863 4.304724
 4.2947116 4.282205  4.270745  4.257532  4.254198  4.2346635 4.232414
 4.2194667 4.2119236 4.209384  4.2000713 4.1934533 4.1890697 4.183185
 4.179378  4.175953  4.1662726 4.158892  4.155014  4.147767  4.14449
 4.1422877 4.134885  4.1284795 4.1199126 4.116536  4.111072  4.108176
 4.1043158 4.0995183 4.091186  4.0872855 4.0808864 4.0765524 4.070982
 4.0576973 4.0536075 4.049329  4.0444994 4.0348344 4.033705  4.0335507
 4.031651  4.023251  4.01999   4.01511   4.005915  4.0042763 3.9999478
 3.9946213 3.991064  3.987679  3.9852943 3.9801152 3.9787543 3.9669352
 3.9628904 3.9604812 3.9567444 3.9525554 3.9485958 3.9434538 3.940377
 3.9342136 3.930166  3.9275382 3.924316  3.9184902 3.9110267 3.9064054
 3.9036474 3.898022  3.8904774 3.8876464 3.883118  3.8785753 3.876212
 3.8697407 3.8691964 3.8590293 3.8560355 3.8514032 3.8473382 3.8423543
 3.8384483 3.8364232 3.834836  3.825721  3.8188033 3.8141785 3.8101263
 3.807492  3.802699  3.7971227 3.7926865 3.790666  3.7854574 3.7811275
 3.779677  3.773255  3.7694483 3.7667143 3.762013  3.754288  3.752536
 3.7496226 3.7453053 3.7391438 3.7376692 3.7333748 3.7313178 3.7289815
 3.7274292 3.7239335 3.7170937 3.7130866 3.7028413 3.7010198 3.6991243
 3.6950965 3.691514  3.6850657 3.6835406 3.6785417 3.6761725 3.6681879
 3.6660454 3.6608179 3.6589797 3.6492841 3.6456604 3.6418674 3.6402059
 3.632709  3.630978  3.6279826 3.6229544 3.6183884 3.616764  3.6116872
 3.6073127 3.6035674 3.5995615 3.598161  3.5972383 3.5915496 3.5869026
 3.5850325 3.5827413 3.5803564 3.5790882 3.5644255 3.562926  3.5605986
 3.5562317 3.5543146 3.5499763 3.5431988 3.5399778 3.536477  3.5320048
 3.5287023 3.5229692 3.5207033 3.5192533 3.5156937 3.5113358 3.5032759
 3.5007062 3.4990835 3.4949117 3.49155   3.490541  3.4839327 3.4784534
 3.4747705 3.470814  3.464212  3.4634447 3.4602733 3.4524736 3.4504092
 3.4426804 3.4405134 3.434712  3.432126  3.4274817 3.4267154 3.4169922
 3.4134564 3.4097133 3.4049163 3.3974822 3.3957531 3.3892016 3.3841934
 3.3796256 3.377998  3.3739488 3.3707402 3.3637643 3.3613951 3.3588514
 3.357703  3.3492928 3.3455565 3.3405042 3.336376  3.3283284 3.3246899
 3.3185177 3.3166888 3.3136814 3.3091836 3.3028154 3.2969186 3.2952433
 3.2903092 3.2880192 3.284679  3.2821145 3.2729394 3.2660184 3.2617023
 3.2561772 3.250259  3.2473948 3.239674  3.2348022 3.2296119 3.2232594
 3.221758  3.2094045 3.2079594 3.2032557 3.1995    3.1856089 3.1779914
 3.1745188 3.1737986 3.1523523 3.1493363 3.1478822 3.1389332 3.1300309
 3.1179018 3.1083353 3.094584  3.0880861]",2,False
21,bert_output,7,"[4.703689  4.0686436 3.6769214 3.6569324 3.6520493 3.6377425 3.6247888
 3.6213357 3.6081533 3.5942862 3.5896404 3.58655   3.577149  3.5675695
 3.5603812 3.5570292 3.551255  3.5433018 3.5399356 3.5340528 3.531371
 3.5259442 3.521023  3.517178  3.515307  3.507095  3.5021405 3.4911706
 3.487861  3.4839222 3.47403   3.470343  3.4695957 3.4660132 3.4542449
 3.4532402 3.4508114 3.447281  3.4320216 3.4283583 3.4252625 3.4246678
 3.422512  3.4188569 3.4137583 3.406595  3.4049554 3.400118  3.3976724
 3.392909  3.3917606 3.3864665 3.3844995 3.3790107 3.3723354 3.3701773
 3.3660717 3.361784  3.3586833 3.354766  3.3502476 3.3457408 3.337342
 3.327385  3.324882  3.3238728 3.3217466 3.3158114 3.3141584 3.305838
 3.304919  3.3025162 3.2993395 3.2924511 3.290119  3.2854989 3.2830632
 3.2780547 3.273625  3.2665489 3.264606  3.2582037 3.2544513 3.2499712
 3.2487826 3.247762  3.2464473 3.2383144 3.2366707 3.2317502 3.226636
 3.2226343 3.2199068 3.216403  3.2119815 3.2097058 3.2041876 3.2010093
 3.1986663 3.1959565 3.194361  3.1915195 3.1869898 3.182791  3.1803908
 3.178121  3.174379  3.1696696 3.16478   3.161055  3.157078  3.1551328
 3.1525328 3.1493318 3.145736  3.1423886 3.141752  3.1376836 3.1363518
 3.1268766 3.1257198 3.1237233 3.1189005 3.1134567 3.1121328 3.1073396
 3.106503  3.0996594 3.0976417 3.0955303 3.0936544 3.0888262 3.0856278
 3.083161  3.0805535 3.0758884 3.073268  3.070329  3.0687797 3.0633988
 3.0603552 3.0572155 3.0567474 3.0530055 3.04879   3.04534   3.043041
 3.0394    3.0344636 3.0328941 3.0303142 3.0260544 3.023361  3.0214438
 3.019073  3.0160258 3.0101793 3.0068884 3.0039678 3.0016131 2.9977393
 2.9958682 2.989791  2.9873135 2.98412   2.9832675 2.9818296 2.9763367
 2.9711127 2.968774  2.9644756 2.962982  2.9585438 2.9543529 2.9534626
 2.9475942 2.9463706 2.9438183 2.9416578 2.9392385 2.935033  2.9303124
 2.9293773 2.9287858 2.9226792 2.9211414 2.9179008 2.9128065 2.9111109
 2.9093423 2.906907  2.9016705 2.9002411 2.8937445 2.8921356 2.890351
 2.889664  2.8836515 2.8798673 2.8761468 2.8737848 2.8724966 2.8717482
 2.8700595 2.8670878 2.8633428 2.8568883 2.8533554 2.8486652 2.8467107
 2.845357  2.8425224 2.8411665 2.8359945 2.8303876 2.8285065 2.8271258
 2.8231997 2.8210473 2.815982  2.810389  2.8102565 2.8074462 2.8036666
 2.8008819 2.7984097 2.7942038 2.7917013 2.7890308 2.782185  2.7806575
 2.7799144 2.7733722 2.7706654 2.7687259 2.7666507 2.7632017 2.7589695
 2.7567017 2.7544723 2.7525403 2.7478108 2.7434082 2.7426608 2.7414472
 2.7380197 2.7357643 2.7296772 2.7254863 2.7199266 2.7187688 2.7170057
 2.7128754 2.7113557 2.7099547 2.7061877 2.7028341 2.7005665 2.6950216
 2.6945083 2.6905258 2.68569   2.6815512 2.6789951 2.677534  2.6698198
 2.6679976 2.6660206 2.665267  2.6590247 2.6556988 2.6541543 2.6513495
 2.6455252 2.6404407 2.6399322 2.6345015 2.6314359 2.6270828 2.622962
 2.6224515 2.6202512 2.6153514 2.6137521 2.6112785 2.609409  2.601133
 2.5976577 2.5960846 2.593522  2.5892541 2.5859284 2.583354  2.5810666
 2.573466  2.5707352 2.5680447 2.5624523 2.5590067 2.5566363 2.5554762
 2.5527267 2.5506752 2.5488226 2.5467026 2.540394  2.5357196 2.532529
 2.5301013 2.5249135 2.5237796 2.5169156 2.5151162 2.513637  2.5096102
 2.5075264 2.502817  2.5012946 2.4972107 2.4930742 2.4917865 2.4860742
 2.4825509 2.480337  2.4788253 2.4732187 2.4682114 2.4632344 2.4597793
 2.4558597 2.452526  2.4494512 2.4442716 2.4403665 2.4376004 2.4348314
 2.4293816 2.428798  2.422216  2.4197001 2.414618  2.4099574 2.4085205
 2.4020026 2.3998384 2.3966396 2.3926163 2.3871615 2.3822358 2.379547
 2.378773  2.3758035 2.372155  2.3691382 2.3657775 2.360531  2.3574934
 2.3537574 2.348764  2.3458755 2.3400464 2.3301098 2.325841  2.3219454
 2.3194933 2.317348  2.3122284 2.3067138 2.2991083 2.2964861 2.2933
 2.2870214 2.279029  2.2770607 2.2715962 2.265944  2.2558084 2.2534084
 2.2443259 2.2414875 2.229901  2.222294  2.198824  2.1828077]",0,True
22,bert_output,7,[4.2177267  3.4363298  2.990435   ... 0.61895114 0.6163723  0.6032453 ],1,True
23,bert_output,7,"[5.2209744 4.519927  4.261866  4.2086577 4.1997447 4.1683364 4.1584177
 4.149952  4.1379595 4.1262164 4.1207976 4.1119957 4.109629  4.1016555
 4.0951734 4.0935187 4.0766716 4.0731525 4.0714965 4.058587  4.05381
 4.0420275 4.034845  4.025662  4.0222535 4.0189505 4.012611  4.0077915
 4.0004635 3.9988256 3.9965632 3.9852755 3.984031  3.9754071 3.973659
 3.968886  3.9579813 3.953167  3.9528303 3.9460225 3.9360664 3.9316847
 3.9268036 3.9218962 3.9161737 3.9128807 3.9096692 3.9038181 3.8985164
 3.8980832 3.888409  3.8845768 3.881402  3.877266  3.8746226 3.8734453
 3.866279  3.8638914 3.8571308 3.852015  3.8478215 3.8462205 3.840707
 3.8367307 3.8333719 3.8306203 3.8198612 3.8180413 3.8139431 3.8063018
 3.8000414 3.7993324 3.7972672 3.7818558 3.7809007 3.7795532 3.7731726
 3.770608  3.7679586 3.7624846 3.758444  3.753221  3.7471633 3.7405958
 3.7389026 3.7347684 3.7334957 3.7314055 3.7249868 3.7223094 3.7124693
 3.710154  3.707113  3.7043214 3.696204  3.6906617 3.6863027 3.6836908
 3.6808422 3.6782265 3.676843  3.6688032 3.6663263 3.6594152 3.6550484
 3.6527781 3.6493015 3.6459115 3.6400795 3.6368291 3.633931  3.6312895
 3.6287992 3.6251926 3.6209502 3.617317  3.613985  3.6113057 3.6077893
 3.6064966 3.6016047 3.5963898 3.593684  3.591272  3.5882084 3.581555
 3.5776    3.5733526 3.5707505 3.5620644 3.5597537 3.5566106 3.555806
 3.5529606 3.5504553 3.5473087 3.5411453 3.5356045 3.5310621 3.5276885
 3.5211952 3.514639  3.512908  3.5074406 3.5033162 3.5014896 3.499408
 3.4925768 3.491282  3.4874523 3.4863207 3.4831426 3.4771361 3.470677
 3.467456  3.4668705 3.4628673 3.4609168 3.457331  3.456103  3.4459043
 3.4426148 3.441048  3.4371328 3.4349563 3.4324987 3.4270592 3.4248722
 3.422745  3.4201453 3.407525  3.40466   3.3999732 3.3971856 3.3947456
 3.392953  3.385584  3.3836217 3.3763278 3.3753889 3.3709545 3.366249
 3.363475  3.356962  3.355321  3.3503957 3.349438  3.3470845 3.3387282
 3.3317275 3.3292065 3.324532  3.3190455 3.3162494 3.313832  3.3064542
 3.3018055 3.2965112 3.2941556 3.2869442 3.2847507 3.2817204 3.2781086
 3.2746453 3.2669926 3.2636113 3.256356  3.2508073 3.2478116 3.2412035
 3.2390206 3.2375247 3.2319586 3.225806  3.2229323 3.2196307 3.2164245
 3.2132864 3.20475   3.1986809 3.1978471 3.1931858 3.1880953 3.1833696
 3.1798928 3.1715882 3.1702008 3.1648264 3.155623  3.1555245 3.1548264
 3.1501    3.143871  3.1389506 3.1328683 3.1279671 3.123019  3.118481
 3.1158085 3.111676  3.100443  3.0965652 3.092532  3.082413  3.0779817
 3.0772107 3.0613081 3.0540075 3.052528  3.0397434 3.0299346 3.0278687
 3.0126634 3.0061665 3.0010462 2.9853232]",2,True
24,bert_output,8,"[4.635708  4.1341014 3.8378654 3.8200073 3.73719   3.665077  3.6412065
 3.6338372 3.6119885 3.6097424 3.601849  3.5868351 3.5821342 3.5724876
 3.5698817 3.564728  3.5469785 3.5445983 3.5408883 3.5249732 3.5220342
 3.5140517 3.5106452 3.498034  3.4896543 3.4855075 3.4835815 3.4769614
 3.4727693 3.4675772 3.4636624 3.4569232 3.4514306 3.447735  3.441877
 3.4383984 3.4290967 3.423457  3.4192655 3.4148495 3.4106717 3.4077601
 3.4045734 3.3987172 3.397305  3.3926308 3.3871775 3.3834198 3.379151
 3.3768892 3.3706982 3.3667028 3.365322  3.3584185 3.3557713 3.3523147
 3.3453863 3.3409584 3.337495  3.330052  3.329695  3.326706  3.3257432
 3.3183641 3.3171473 3.3115509 3.3070295 3.306011  3.3020382 3.2999341
 3.2957466 3.2899265 3.2874722 3.2798724 3.2754273 3.2731893 3.2698185
 3.2627525 3.2589376 3.257006  3.2550642 3.2483654 3.2463272 3.2410047
 3.238327  3.234462  3.232584  3.2286267 3.2271714 3.2201831 3.2189012
 3.2106578 3.2092927 3.2036781 3.1996512 3.1976523 3.1930828 3.1920576
 3.18872   3.1832876 3.1816409 3.1793113 3.176084  3.1687376 3.1624417
 3.161687  3.1551478 3.1515408 3.1496558 3.1479886 3.1407895 3.139717
 3.1367404 3.1326964 3.131393  3.129647  3.124766  3.1203716 3.1172101
 3.1149714 3.1098545 3.1089754 3.1060083 3.1010938 3.0996065 3.0928917
 3.0908513 3.085967  3.0847812 3.0805972 3.0776732 3.0751624 3.0726938
 3.071974  3.0660298 3.0594032 3.0573888 3.055519  3.0517097 3.0492885
 3.0448813 3.042812  3.040375  3.0369709 3.0288136 3.0253305 3.022504
 3.021486  3.0191388 3.0157685 3.0140893 3.0118535 3.0078998 3.0020251
 3.0000892 2.9990249 2.9950075 2.994182  2.9911041 2.9883378 2.9839582
 2.9807503 2.9774969 2.9694908 2.9651883 2.9644156 2.9599073 2.9565847
 2.9559827 2.9524324 2.9502313 2.9481168 2.943545  2.9398887 2.9377606
 2.9337826 2.930805  2.9295442 2.9259255 2.9243581 2.9174066 2.914098
 2.9122398 2.908258  2.9036627 2.9020834 2.899819  2.8979938 2.8931336
 2.890766  2.8879218 2.8847997 2.881021  2.8794672 2.8739827 2.870813
 2.8679368 2.8645031 2.8635862 2.8623517 2.8581822 2.8542333 2.848864
 2.846204  2.843941  2.8420208 2.8411844 2.8363836 2.834202  2.8281877
 2.8271925 2.8243606 2.822198  2.8200607 2.8152592 2.8131974 2.811254
 2.8083024 2.8065708 2.805146  2.798823  2.7941842 2.7916837 2.7883322
 2.7845936 2.7788992 2.7773974 2.7730033 2.770207  2.7683313 2.763043
 2.76215   2.758215  2.7578764 2.7550473 2.7481518 2.7443693 2.7420378
 2.7402694 2.737964  2.735643  2.7278168 2.7229404 2.7199228 2.7185924
 2.714319  2.7135394 2.7118478 2.7080977 2.7073102 2.700745  2.6983438
 2.6963146 2.694714  2.6915627 2.6863601 2.6833613 2.6800547 2.6779554
 2.6745017 2.6716433 2.6690764 2.666269  2.6640303 2.6579998 2.6559296
 2.6501827 2.6491299 2.6439953 2.643237  2.640034  2.6327348 2.6307995
 2.6302507 2.6276267 2.6217837 2.6202047 2.6191597 2.6155586 2.6127396
 2.6093714 2.6046622 2.602929  2.5996628 2.5986671 2.5957913 2.5931969
 2.585408  2.5820045 2.5802386 2.5776224 2.5766776 2.572962  2.5702705
 2.5645585 2.5600922 2.5567136 2.5528235 2.551504  2.5485632 2.5474813
 2.54277   2.5376165 2.5341516 2.5309753 2.528027  2.5261877 2.5219579
 2.5179737 2.516386  2.5139217 2.5115242 2.5098536 2.5030768 2.500696
 2.495577  2.4917169 2.4888332 2.4836621 2.482355  2.477761  2.4724138
 2.4716296 2.4705372 2.4659185 2.4644613 2.4565938 2.4551728 2.4519906
 2.4435444 2.4418466 2.4395533 2.4317875 2.4284005 2.4262326 2.4209027
 2.4187043 2.4171984 2.4122262 2.4078023 2.405314  2.4024782 2.3982246
 2.3939843 2.390408  2.3868034 2.3850064 2.3788354 2.3766496 2.3724935
 2.3688085 2.3600855 2.3585393 2.3497906 2.3475091 2.344784  2.3413603
 2.3360283 2.3327336 2.3257554 2.323967  2.320574  2.3171504 2.3111508
 2.3092268 2.306634  2.3015416 2.2991617 2.28937   2.2814257 2.2771316
 2.2724059 2.2669094 2.2647235 2.2573338 2.252882  2.246673  2.233647
 2.229127  2.2196827 2.2165413 2.206098  2.1996632 2.1855266]",0,True
25,bert_output,8,[3.9383118  3.6356845  3.3980484  ... 0.61241716 0.60663825 0.60444695],1,True
26,bert_output,8,"[5.3883014 4.7181563 4.292741  4.18982   4.16683   4.1599307 4.147665
 4.1290717 4.126791  4.122644  4.1164274 4.1016417 4.0883956 4.078697
 4.07061   4.068817  4.0579987 4.0464015 4.0361342 4.0329547 4.0291667
 4.0224853 4.016683  4.01381   3.9995472 3.9989066 3.995986  3.9789178
 3.976337  3.9736881 3.9688363 3.9601798 3.9574013 3.9530592 3.9461365
 3.9414408 3.9335144 3.9267747 3.9231641 3.9176438 3.9150884 3.9130726
 3.9056828 3.9005473 3.8948452 3.891077  3.884678  3.8813725 3.874648
 3.873094  3.8662126 3.8594286 3.854931  3.848939  3.8475046 3.839925
 3.8358145 3.8324635 3.8281724 3.823844  3.8179762 3.812927  3.8104932
 3.8068173 3.8002057 3.7998307 3.7930155 3.790617  3.7857955 3.782653
 3.7771456 3.7726564 3.7725208 3.7653465 3.7638412 3.7606506 3.7555048
 3.7540615 3.7473023 3.7427285 3.7374544 3.7367728 3.7337666 3.7292018
 3.7190306 3.7140749 3.7121782 3.7098808 3.7041454 3.6980095 3.694437
 3.6897671 3.687327  3.6849325 3.680883  3.676089  3.6706583 3.66926
 3.666892  3.6623552 3.6572142 3.654261  3.6507046 3.6440735 3.6420767
 3.641365  3.633965  3.6332004 3.6258957 3.624429  3.6217542 3.6182568
 3.6137824 3.608224  3.605278  3.6019635 3.5967479 3.5922632 3.5904098
 3.58549   3.579683  3.5734239 3.5727487 3.5721297 3.5669172 3.565429
 3.5606737 3.5532367 3.5466418 3.5446463 3.5403574 3.5376413 3.5336902
 3.5304732 3.5272374 3.5251057 3.5189993 3.5156534 3.5126069 3.5052686
 3.5040338 3.5024922 3.496687  3.4945927 3.4914618 3.4901524 3.4819102
 3.4812696 3.479331  3.47403   3.4709876 3.466864  3.4652393 3.4564319
 3.4560037 3.4508054 3.4455702 3.4439974 3.442256  3.4387577 3.4285707
 3.4264536 3.424414  3.4220204 3.4162161 3.4132254 3.4095685 3.404188
 3.4028594 3.3994381 3.3981333 3.3906941 3.387144  3.3843818 3.3812582
 3.3786182 3.3751733 3.3698587 3.363509  3.3601294 3.3579826 3.353871
 3.3501759 3.3446748 3.342173  3.339728  3.3342202 3.3318844 3.32371
 3.3212965 3.318783  3.3106349 3.30489   3.3020122 3.3011746 3.2959363
 3.2939675 3.2906153 3.2866359 3.2822208 3.2815225 3.2703097 3.2657926
 3.2621002 3.259497  3.252489  3.2488701 3.2478087 3.245264  3.2406526
 3.2365863 3.2307436 3.227581  3.223344  3.2197905 3.2147276 3.2120643
 3.205164  3.2027783 3.1961324 3.1909213 3.1890697 3.1875308 3.1804354
 3.173452  3.1681871 3.1650045 3.1594212 3.1500318 3.143666  3.1356416
 3.132509  3.128186  3.1242168 3.118489  3.1124465 3.1107707 3.1045923
 3.1012523 3.0945704 3.084783  3.0817604 3.078645  3.069202  3.0666773
 3.0519736 3.0502453 3.0465024 3.040326  3.034849  3.0296159 3.0147913
 3.0020406 2.9905407 2.9683368 2.9661405]",2,True
